"name","current employee estimate","city","state"
"berlin sports consulting",3,"berlin","berlin"
"bureau n",3,"berlin","berlin"
"mit vergnügen",3,"berlin","berlin"
"nicht allein mit kind",3,"berlin","berlin"
"plt - planung für logistik & transport gmbh",3,"berlin","berlin"
"krankenhaus waldfriede",3,"berlin","berlin"
"tchoban voss architekten gmbh",3,"berlin","berlin"
"toro performance group",3,"berlin","berlin"
"partysan",3,"berlin","berlin"
"odyssey music network",3,"berlin","berlin"
"ghorfa arab-german chamber  of commerce and industry",3,"berlin","berlin"
"iota - next generation cryptocurrency",3,"berlin","berlin"
"wangdao alliance",3,"berlin","berlin"
"green&co",3,"berlin","berlin"
"laf.li digital gmbh",3,"berlin","berlin"
"kulturveranstaltungen des bundes in berlin gmbh",3,"berlin","berlin"
"charles-dickens-grundschule",3,"berlin","berlin"
"trackscale gmbh",3,"berlin","berlin"
"marwiko ag",3,"berlin","berlin"
"bee2b | real estate marketing",3,"berlin","berlin"
"jugend im museum e.v.",3,"berlin","berlin"
"kade",3,"berlin","berlin"
"binaere bauten gmbh",3,"berlin","berlin"
"consultech gmbh",3,"berlin","berlin"
"pspc gmbh",3,"berlin","berlin"
"german-chinese association for artificial intelligence",3,"berlin","berlin"
"refugee law clinics germany",3,"berlin","berlin"
"ares tech gmbh",3,"berlin","berlin"
"michael diener - software",3,"berlin","berlin"
"europe beyond coal",3,"berlin","berlin"
"cyber-sicherheitsrat deutschland e.v. (cyber-security council germany)",3,"berlin","berlin"
"motor kommunikation gmbh",3,"berlin","berlin"
"l-plan lighting design gmbh",3,"berlin","berlin"
"global production engineering (gpe)",3,"berlin","berlin"
"kithara software gmbh",3,"berlin","berlin"
"social media online",3,"berlin","berlin"
"twocute paris",3,"berlin","berlin"
"buchhaltungsbutler",3,"berlin","berlin"
"chemie.de information service gmbh",3,"berlin","berlin"
"ibb business team gmbh",3,"berlin","berlin"
"butter and salt tech marketing gmbh",3,"berlin","berlin"
"coplannery",3,"berlin","berlin"
"jaduda",3,"berlin","berlin"
"techcode accelerator germany",3,"berlin","berlin"
"erdbär gmbh",3,"berlin","berlin"
"jkcampaign gmbh",3,"berlin","berlin"
"imc meßsysteme gmbh",3,"berlin","berlin"
"shf communication technologies ag",3,"berlin","berlin"
"aplex gmbh",3,"berlin","berlin"
"ruum",3,"berlin","berlin"
"coliga",3,"berlin","berlin"
"mount parker",3,"berlin","berlin"
"max planck alumni association",3,"berlin","berlin"
"terranet gmbh",3,"berlin","berlin"
"connext communication gmbh",3,"berlin","berlin"
"berlinerpool | arts network + mobile archive",3,"berlin","berlin"
"ambermedia gmbh",3,"berlin","berlin"
"mindmatch",3,"berlin","berlin"
"draleo gmbh",3,"berlin","berlin"
"airless discounter",3,"berlin","berlin"
"frisur",3,"berlin","berlin"
"traffic hunter",3,"berlin","berlin"
"jungle world",3,"berlin","berlin"
"greyt.me",3,"berlin","berlin"
"paritätische akademie berlin",3,"berlin","berlin"
"globalconsulting",3,"berlin","berlin"
"gabel security gmbh",3,"berlin","berlin"
"gemeinsamer bundesausschuss",3,"berlin","berlin"
"ununi.tv - crowd university for modern life",3,"berlin","berlin"
"solarimo",3,"berlin","berlin"
"fibristerre",3,"berlin","berlin"
"peppar.co",3,"berlin","berlin"
"media lingua translations gmbh",3,"berlin","berlin"
"case a berlino gbr",3,"berlin","berlin"
"ch kilger anwaltspartnerschaft mbb",3,"berlin","berlin"
"diazo, stills & motion",3,"berlin","berlin"
"applanga",3,"berlin","berlin"
"digital360",3,"berlin","berlin"
"patience.io",3,"berlin","berlin"
"rehaaktiv darr gmbh",3,"berlin","berlin"
"karl weiss technologies gmbh",3,"berlin","berlin"
"european technology and training centre",3,"berlin","berlin"
"ferdec gmbh",3,"berlin","berlin"
"zalando privé",3,"berlin","berlin"
"tierpark berlin",3,"berlin","berlin"
"ab social media",3,"berlin","berlin"
"beyondaffiliate",3,"berlin","berlin"
"proaction film",3,"berlin","berlin"
"nachos and cheese",3,"berlin","berlin"
"art communication + brand consultancy",3,"berlin","berlin"
"pushmetrics gmbh",3,"berlin","berlin"
"rfc radio",3,"berlin","berlin"
"dezem gmbh",3,"berlin","berlin"
"n3 vision gbr",3,"berlin","berlin"
"dr. dietmar höffner",3,"berlin","berlin"
"elbarlament - cultures of democracy",3,"berlin","berlin"
"broken games",3,"berlin","berlin"
"1k ventures gmbh / 1k labs ug",3,"berlin","berlin"
"vivelia",3,"berlin","berlin"
"bvz berliner zeitungsdruck gmbh",3,"berlin","berlin"
"deutsche payment",3,"berlin","berlin"
"shopboostr",3,"berlin","berlin"
"the baroque experience",3,"berlin","berlin"
"freunde der interaktion gmbh",3,"berlin","berlin"
"smartexposé gmbh",3,"berlin","berlin"
"tec microsystems gmbh",3,"berlin","berlin"
"transa",3,"berlin","berlin"
"kme brass germany gmbh",3,"berlin","berlin"
"tgm lightweight solutions gmbh",3,"berlin","berlin"
"klug newmedia gmbh",3,"berlin","berlin"
"conrad connect",3,"berlin","berlin"
"invivo group gmbh",3,"berlin","berlin"
"rebate networks",3,"berlin","berlin"
"frohe zukunft export",3,"berlin","berlin"
"bdxcoin.com",3,"berlin","berlin"
"inspiranten gbr",3,"berlin","berlin"
"new e system",3,"berlin","berlin"
"entrepreneur's pledge",3,"berlin","berlin"
"cardmarket.com",3,"berlin","berlin"
"project & cost management",3,"berlin","berlin"
"monitorfish",3,"berlin","berlin"
"parkett direkt gmbh",3,"berlin","berlin"
"startup germany e.v.",3,"berlin","berlin"
"paper and iron booking co.",3,"berlin","berlin"
"fdx fluid dynamix gmbh",3,"berlin","berlin"
"designpark internet gmbh",3,"berlin","berlin"
"nordsonne identity",3,"berlin","berlin"
"institute for sound and music",3,"berlin","berlin"
"avala capital",3,"berlin","berlin"
"clubio.net",3,"berlin","berlin"
"portys",3,"berlin","berlin"
"digitalkasten",3,"berlin","berlin"
"altusinsight gmbh",3,"berlin","berlin"
"proxcel gmbh",3,"berlin","berlin"
"exportpages",3,"berlin","berlin"
"x 24 factory",3,"berlin","berlin"
"alpharing",3,"berlin","berlin"
"centrovital berlin",3,"berlin","berlin"
"initiative neue soziale marktwirtschaft (insm)",3,"berlin","berlin"
"urton",3,"berlin","berlin"
"architekturbüro schelfbauhütte",3,"berlin","berlin"
"ad agenda communication and events",3,"berlin","berlin"
"anga verband deutscher kabelnetzbetreiber e.v.",3,"berlin","berlin"
"bezirksamt reinickendorf",3,"berlin","berlin"
"freie waldorfschule berlin-mitte",3,"berlin","berlin"
"gravity & storm gmbh",3,"berlin","berlin"
"befa",3,"berlin","berlin"
"berlinerds",3,"berlin","berlin"
"e-factor",3,"berlin","berlin"
"mk corporation",3,"berlin","berlin"
"lat gruppe",3,"berlin","berlin"
"deutscher kulturrat",3,"berlin","berlin"
"european international contractors (eic)",3,"berlin","berlin"
"pr-agentur pr4you",3,"berlin","berlin"
"ondango",3,"berlin","berlin"
"servisum gmbh",3,"berlin","berlin"
"krowne communications",3,"berlin","berlin"
"nedtwig wirtschaftsprüfer steuerberater",3,"berlin","berlin"
"altindex",3,"berlin","berlin"
"landpoint corporate finance gmbh",3,"berlin","berlin"
"mettler landschaftsarchitektur",3,"berlin","berlin"
"convertmedia gmbh",3,"berlin","berlin"
"the new motion deutschland gmbh",3,"berlin","berlin"
"datafirst - smart audience marketing",3,"berlin","berlin"
"forumfinanz",3,"berlin","berlin"
"business model toolbox",3,"berlin","berlin"
"lifeglimmer gmbh",3,"berlin","berlin"
"darewin berlin",3,"berlin","berlin"
"colormass",3,"berlin","berlin"
"investix germany",3,"berlin","berlin"
"gebit",3,"berlin","berlin"
"infochem gmbh",3,"berlin","berlin"
"scope ratings",3,"berlin","berlin"
"art projekt ab",3,"berlin","berlin"
"mevango gmbh",3,"berlin","berlin"
"lipke & lipke",3,"berlin","berlin"
"eh visio gmbh // augen-lasern-vergleich.de // check24",3,"berlin","berlin"
"buzzbird",3,"berlin","berlin"
"casa home & living",3,"berlin","berlin"
"bem | bundesverband emobilität e.v.",3,"berlin","berlin"
"eurix group",3,"berlin","berlin"
"rotkel textwerkstatt",3,"berlin","berlin"
"barefoot films gmbh",3,"berlin","berlin"
"lionshome",3,"berlin","berlin"
"goodbeans gmbh",3,"berlin","berlin"
"snubes gmbh",3,"berlin","berlin"
"copacking",3,"berlin","berlin"
"invivo industrial design",3,"berlin","berlin"
"s2m - innovationsmanagement & it gmbh",3,"berlin","berlin"
"motionwise solutions",3,"berlin","berlin"
"flowing cosmetics gmbh",3,"berlin","berlin"
"jrc capital management consultancy & research gmbh",3,"berlin","berlin"
"clinc",3,"berlin","berlin"
"capital magazin",3,"berlin","berlin"
"gastro arena.de gmbh",3,"berlin","berlin"
"lhc international",3,"berlin","berlin"
"c3 crypto conference",3,"berlin","berlin"
"astronaut gmbh",3,"berlin","berlin"
"zukunft-training",3,"berlin","berlin"
"bettercoach.de",3,"berlin","berlin"
"avocons gmbh unternehmensentwicklung",3,"berlin","berlin"
"brotliebling besser backen gmbh",3,"berlin","berlin"
"allgemeine immobilien-börse gmbh",3,"berlin","berlin"
"optel media services gmbh",3,"berlin","berlin"
"gewers pudewill",3,"berlin","berlin"
"hoccer betriebs gmbh",3,"berlin","berlin"
"smarthome initiative deutschland e.v.",3,"berlin","berlin"
"nuzzera",3,"berlin","berlin"
"ses energiesysteme gmbh | combined heat & power",3,"berlin","berlin"
"jangu e.v.",3,"berlin","berlin"
"onechain gmbh",3,"berlin","berlin"
"museum the kennedys",3,"berlin","berlin"
"webwerk berlin gmbh",3,"berlin","berlin"
"loh rechtsanwälte",3,"berlin","berlin"
"dronesperhour",3,"berlin","berlin"
"augletics gmbh",3,"berlin","berlin"
"ospin",3,"berlin","berlin"
"clauf gmbh",3,"berlin","berlin"
"pph media",3,"berlin","berlin"
"laniteo gmbh",3,"berlin","berlin"
"zielgruppe kreativ gmbh",3,"berlin","berlin"
"abroadwith ug",3,"berlin","berlin"
"hempel gesundheitspartner gmbh",3,"berlin","berlin"
"disrptive.com",3,"berlin","berlin"
"profrost speditions gmbh",3,"berlin","berlin"
"charta der vielfalt e.v.",3,"berlin","berlin"
"nestim",3,"berlin","berlin"
"culture form gmbh",3,"berlin","berlin"
"signature capital limited",3,"berlin","berlin"
"presseagentur gesundheit",3,"berlin","berlin"
"tspa",3,"berlin","berlin"
"hotelfachschule berlin",3,"berlin","berlin"
"medicinisto ag",3,"berlin","berlin"
"me collectors room",3,"berlin","berlin"
"teaching hero",3,"berlin","berlin"
"flying health incubator",3,"berlin","berlin"
"liveeo",3,"berlin","berlin"
"kpp group gmbh",3,"berlin","berlin"
"vinarit gmbh",3,"berlin","berlin"
"bizz energy today",3,"berlin","berlin"
"herdius",3,"berlin","berlin"
"funktel international",3,"berlin","berlin"
"halawa",3,"berlin","berlin"
"mentorme",3,"berlin","berlin"
"m-e-commerce team 8 gmbh",3,"berlin","berlin"
"broke but busy entertainment",3,"berlin","berlin"
"fernando",3,"berlin","berlin"
"merkur interactive services gmbh",3,"berlin","berlin"
"pace media development",3,"berlin","berlin"
"relias learning deutschland",3,"berlin","berlin"
"mopolis gmbh",3,"berlin","berlin"
"time2 business consulting gmbh",3,"berlin","berlin"
"ccr gmbh",3,"berlin","berlin"
"craft initiative agency",3,"berlin","berlin"
"arzttermine.de",3,"berlin","berlin"
"futur film gmbh",3,"berlin","berlin"
"photon publishing gmbh",3,"berlin","berlin"
"stromdao",3,"berlin","berlin"
"töchter & söhne gesellschaft für digitale helfer mbh",3,"berlin","berlin"
"mi.ka.do",3,"berlin","berlin"
"christoph kohl architekten",3,"berlin","berlin"
"keksbox",3,"berlin","berlin"
"bundespräsidialamt",3,"berlin","berlin"
"ereignisschmiede gmbh",3,"berlin","berlin"
"kondor",3,"berlin","berlin"
"met film school berlin",3,"berlin","berlin"
"pretzlaw communications gmbh",3,"berlin","berlin"
"comjoo business solutions gmbh",3,"berlin","berlin"
"finleads.de",3,"berlin","berlin"
"motto distribution",3,"berlin","berlin"
"intrepid delta gmbh",3,"berlin","berlin"
"greenpack",3,"berlin","berlin"
"raw re.fashion",3,"berlin","berlin"
"spielkind gmbh",3,"berlin","berlin"
"tv noir",3,"berlin","berlin"
"comstex gmbh & co. kg",3,"berlin","berlin"
"preuss und preuss",3,"berlin","berlin"
"yilu",3,"berlin","berlin"
"ado properties",3,"berlin","berlin"
"onsei gmbh",3,"berlin","berlin"
"studdex gmbh",3,"berlin","berlin"
"compaio",3,"berlin","berlin"
"mediale pfade",3,"berlin","berlin"
"rohnstock biografien",3,"berlin","berlin"
"bisdn gmbh",3,"berlin","berlin"
"for life gmbh",3,"berlin","berlin"
"032c workshop",3,"berlin","berlin"
"waggon24 gmbh",3,"berlin","berlin"
"quintessenz verlags",3,"berlin","berlin"
"fintech ladies",3,"berlin","berlin"
"ond",3,"berlin","berlin"
"markenfilm berlin gmbh",3,"berlin","berlin"
"sofiane managements",3,"berlin","berlin"
"beyond philanthropy",3,"berlin","berlin"
"ciclope international advertising craft festival",3,"berlin","berlin"
"urlaubsheld",3,"berlin","berlin"
"elvaston capital management gmbh",3,"berlin","berlin"
"funanga ag",3,"berlin","berlin"
"baikal getränke gmbh",3,"berlin","berlin"
"a5-marketing",3,"berlin","berlin"
"lohmann medien gmbh",3,"berlin","berlin"
"lovewaves lab for ethical advertising",3,"berlin","berlin"
"propv gmbh",3,"berlin","berlin"
"boldt berlin konzertagentur",3,"berlin","berlin"
"berndt+partner creality gmbh",3,"berlin","berlin"
"jonasgold kommunikation und design",3,"berlin","berlin"
"capsulution pharma ag",3,"berlin","berlin"
"neurosphere",3,"berlin","berlin"
"aventa personalmanagement gmbh",3,"berlin","berlin"
"mundus",3,"berlin","berlin"
"blueyard capital",3,"berlin","berlin"
"und gretel",3,"berlin","berlin"
"ifp institut für produktqualität gmbh",3,"berlin","berlin"
"apfel,huebsch design studio",3,"berlin","berlin"
"verwaltungsakademie berlin",3,"berlin","berlin"
"futureled gmbh",3,"berlin","berlin"
"s-bahn berlin gmbh",3,"berlin","berlin"
"kumkju gmbh & co. kg",3,"berlin","berlin"
"verlag zukunft & gesellschaft",3,"berlin","berlin"
"admiralcloud",3,"berlin","berlin"
"dslv deutscher speditions- und logistikverband e. v.",3,"berlin","berlin"
"alpha pool gmbh",3,"berlin","berlin"
"pluto film distribution network gmbh",3,"berlin","berlin"
"tailored communication",3,"berlin","berlin"
"koebcke gmbh",3,"berlin","berlin"
"raumhaus gmbh",3,"berlin","berlin"
"asperado gmbh",3,"berlin","berlin"
"wegnerpartner",3,"berlin","berlin"
"elizabeth green e.v.",3,"berlin","berlin"
"sprachcenter mouroum",3,"berlin","berlin"
"chatshopper",3,"berlin","berlin"
"mitra-intelligence",3,"berlin","berlin"
"rambøll management consulting gmbh",3,"berlin","berlin"
"4strat gmbh",3,"berlin","berlin"
"ecf farmsystems",3,"berlin","berlin"
"svenson haar studios gmbh",3,"berlin","berlin"
"boc information technologies consulting gmbh",3,"berlin","berlin"
"lhc international",3,"berlin","berlin"
"vestire",3,"berlin","berlin"
"av visionen gmbh",3,"berlin","berlin"
"sicherheit nord",3,"berlin","berlin"
"collectin gmbh",3,"berlin","berlin"
"welttierschutzgesellschaft e.v.",3,"berlin","berlin"
"the quentin tarantino archives",3,"berlin","berlin"
"engelsanwärter gmbh, servicepersonal, host/essen und promoter/innen für events.",3,"berlin","berlin"
"airgateway",3,"berlin","berlin"
"institut kirchhoff berlin gmbh",3,"berlin","berlin"
"woboq",3,"berlin","berlin"
"knorke gbr",3,"berlin","berlin"
"the neighbourhoodie software gmbh",3,"berlin","berlin"
"comedy café berlin",3,"berlin","berlin"
"iolite gmbh",3,"berlin","berlin"
"interim invest",3,"berlin","berlin"
"iondesign gmbh",3,"berlin","berlin"
"wo\men inc.",3,"berlin","berlin"
"jamii",3,"berlin","berlin"
"xtech gmbh",3,"berlin","berlin"
"native studios",3,"berlin","berlin"
"make_shift ggmbh",3,"berlin","berlin"
"bzzz entertainment",3,"berlin","berlin"
"etventure startup hub",3,"berlin","berlin"
"trustroots foundation",3,"berlin","berlin"
"hostwriter",3,"berlin","berlin"
"gameart studio gmbh",3,"berlin","berlin"
"glassdollar",3,"berlin","berlin"
"tak innovation agency",3,"berlin","berlin"
"transmatico",3,"berlin","berlin"
"sabienzia technologies",3,"berlin","berlin"
"firmen-kfz.de",3,"berlin","berlin"
"fling",3,"berlin","berlin"
"productionteam.berlin",3,"berlin","berlin"
"team k+",3,"berlin","berlin"
"besser international (germany | brazil)",3,"berlin","berlin"
"chezweitz gmbh",3,"berlin","berlin"
"dsk / die schulköche gmbh",3,"berlin","berlin"
"usetree gmbh",3,"berlin","berlin"
"zp zuhause plattform gmbh",3,"berlin","berlin"
"asaphus vision gmbh",3,"berlin","berlin"
"vriks - der videobibliothekar",3,"berlin","berlin"
"kopfsache media gmbh",3,"berlin","berlin"
"patzer verlag gmbh & co. kg",3,"berlin","berlin"
"einstein center digital future",3,"berlin","berlin"
"heinrich-zille-grundschule",3,"berlin","berlin"
"new tendency",3,"berlin","berlin"
"kaputt.de gmbh",3,"berlin","berlin"
"bifi | berlin institute for innovation",3,"berlin","berlin"
"blockchain for science",3,"berlin","berlin"
"logiway gmbh",3,"berlin","berlin"
"energiewaechter gmbh",3,"berlin","berlin"
"sitzfeldt gmbh",3,"berlin","berlin"
"vostell media",3,"berlin","berlin"
"trendcity gmbh",3,"berlin","berlin"
"derksen mediaopt gmbh",3,"berlin","berlin"
"bettertaxi",3,"berlin","berlin"
"realsynth",3,"berlin","berlin"
"smartergerman",3,"berlin","berlin"
"noblechairs",3,"berlin","berlin"
"seolytics gmbh",3,"berlin","berlin"
"artconnect",3,"berlin","berlin"
"competitive drug development international",3,"berlin","berlin"
"kuhn & bülow versicherungsmakler gmbh",3,"berlin","berlin"
"yes consulting e.v.",3,"berlin","berlin"
"hyscore.io gmbh",3,"berlin","berlin"
"alteos",3,"berlin","berlin"
"heardis! gmbh",3,"berlin","berlin"
"monströös",3,"berlin","berlin"
"shotshop gmbh",3,"berlin","berlin"
"rascasse gmbh",3,"berlin","berlin"
"airteam.camera",3,"berlin","berlin"
"genetalk gmbh",3,"berlin","berlin"
"sqlxpert gmbh",3,"berlin","berlin"
"nicomatic gmbh",3,"berlin","berlin"
"change development",3,"berlin","berlin"
"loopstock",3,"berlin","berlin"
"acent ag",3,"berlin","berlin"
"netzschreier gmbh",3,"berlin","berlin"
"bar convent berlin",3,"berlin","berlin"
"cobe berlin",3,"berlin","berlin"
"flight centre travel group (germany) gmbh",3,"berlin","berlin"
"starfish energy - low carbon see",3,"berlin","berlin"
"little bird gmbh",3,"berlin","berlin"
"emifree gmbh",3,"berlin","berlin"
"bundesverband wärmepumpe (bwp) e. v.",3,"berlin","berlin"
"c95 architekten",3,"berlin","berlin"
"energy access and development program",3,"berlin","berlin"
"fairform gmbh messe- und ausstellungsbau, fullservice, architektur-design",3,"berlin","berlin"
"segoni ag",3,"berlin","berlin"
"bike-id",3,"berlin","berlin"
"visionär film festival",3,"berlin","berlin"
"extravert gmbh",3,"berlin","berlin"
"6wunderkinder",3,"berlin","berlin"
"factor-e analytics",3,"berlin","berlin"
"seilpartner windkraft gmbh",3,"berlin","berlin"
"geisler company",3,"berlin","berlin"
"aveato catering (eatat system ag)",3,"berlin","berlin"
"andersen grundschule",3,"berlin","berlin"
"zipstrr gmbh",3,"berlin","berlin"
"betterform project",3,"berlin","berlin"
"amd.sigma - strategic airport development",3,"berlin","berlin"
"acrasio",3,"berlin","berlin"
"the coup berlin",3,"berlin","berlin"
"mindbar",3,"berlin","berlin"
"micro resist technology gmbh",3,"berlin","berlin"
"radyo metropol fm",3,"berlin","berlin"
"howells",3,"berlin","berlin"
"apiarista consulting",3,"berlin","berlin"
"plana.earth gmbh",3,"berlin","berlin"
"onnet europe",3,"berlin","berlin"
"cc insights & strategy",3,"berlin","berlin"
"fraunhofer-verbund mikroelektronik",3,"berlin","berlin"
"lama app",3,"berlin","berlin"
"invitrosoft",3,"berlin","berlin"
"art directors club für deutschland (adc) e.v.",3,"berlin","berlin"
"kreativhaus e.v.",3,"berlin","berlin"
"jaemacom gmbh",3,"berlin","berlin"
"insha",3,"berlin","berlin"
"computer manufaktur gmbh",3,"berlin","berlin"
"netzkraft berlin ug",3,"berlin","berlin"
"bio deutschland e. v.",3,"berlin","berlin"
"alba berlin",3,"berlin","berlin"
"otto-nagel-gymnasium",3,"berlin","berlin"
"audionovo",3,"berlin","berlin"
"vr business platform",3,"berlin","berlin"
"f³ event gmbh",3,"berlin","berlin"
"canacoon gmbh",3,"berlin","berlin"
"block materialprüfung gmbh",3,"berlin","berlin"
"frohraum gmbh",3,"berlin","berlin"
"ehrbacher finance recruitment gmbh",3,"berlin","berlin"
"fipp e.v. - fortbildungsinstitut für die pädagogische praxis",3,"berlin","berlin"
"ampion",3,"berlin","berlin"
"sparks42 gmbh",3,"berlin","berlin"
"casenio ag",3,"berlin","berlin"
"code-b agile websolutions gmbh",3,"berlin","berlin"
"leadux gmbh",3,"berlin","berlin"
"zen yoga by dynamic mindfulness",3,"berlin","berlin"
"das kartell",3,"berlin","berlin"
"amy&pink",3,"berlin","berlin"
"egmont ehapa media gmbh",3,"berlin","berlin"
"cool cities media",3,"berlin","berlin"
"medizin mobil gmbh",3,"berlin","berlin"
"modulor gmbh",3,"berlin","berlin"
"soda media",3,"berlin","berlin"
"secu-ring gmbh",3,"berlin","berlin"
"plus hostels",3,"berlin","berlin"
"elektrocouture",3,"berlin","berlin"
"air service berlin cfh gmbh",3,"berlin","berlin"
"besco berliner steincontor gmbh",3,"berlin","berlin"
"work in process magazine",3,"berlin","berlin"
"xinxii",3,"berlin","berlin"
"spiffy group",3,"berlin","berlin"
"bundesverband onlinehandel e.v.",3,"berlin","berlin"
"cremaster records, agency & studios",3,"berlin","berlin"
"kardorff ingenieure lichtplanung",3,"berlin","berlin"
"arche medica akademie für heilpraktiker",3,"berlin","berlin"
"prolicense gmbh",3,"berlin","berlin"
"hk2 rechtsanwälte",3,"berlin","berlin"
"oneup design",3,"berlin","berlin"
"mycom ag",3,"berlin","berlin"
"avendata",3,"berlin","berlin"
"espresto ag",3,"berlin","berlin"
"speed.fit",3,"berlin","berlin"
"sompani",3,"berlin","berlin"
"bondis gmbh",3,"berlin","berlin"
"hello.de ag",3,"berlin","berlin"
"vectronic aerospace gmbh",3,"berlin","berlin"
"krypto ag",3,"berlin","berlin"
"convivo gmbh",3,"berlin","berlin"
"acid21 gmbh - 360° e-commerce-agency",3,"berlin","berlin"
"your neighbours",3,"berlin","berlin"
"schaltzeit gmbh",3,"berlin","berlin"
"newman media berlin",3,"berlin","berlin"
"international carbon action partnership",3,"berlin","berlin"
"post collective",3,"berlin","berlin"
"baukunst",3,"berlin","berlin"
"lais architektur tragwerke technik management",3,"berlin","berlin"
"baerbung",3,"berlin","berlin"
"found fair ventures gmbh",3,"berlin","berlin"
"voice - bundesverband der it-anwender e.v.",3,"berlin","berlin"
"me.mento 3d manufacture gmbh",3,"berlin","berlin"
"fala prata cala ouro",3,"berlin","berlin"
"strategis ag",3,"berlin","berlin"
"linkbird",3,"berlin","berlin"
"karyan daze",3,"berlin","berlin"
"amt für ideen (afi communications gmbh)",3,"berlin","berlin"
"education innovation lab",3,"berlin","berlin"
"rotorworks gmbh",3,"berlin","berlin"
"konstrukkt gmbh",3,"berlin","berlin"
"tellonym",3,"berlin","berlin"
"gold inn ag",3,"berlin","berlin"
"dox box association",3,"berlin","berlin"
"travel lifestyle network",3,"berlin","berlin"
"alpha productions, llc",3,"berlin","berlin"
"keleya",3,"berlin","berlin"
"gendercc-women for climate justice e.v.",3,"berlin","berlin"
"restaurant calypso",3,"berlin","berlin"
"your public value",3,"berlin","berlin"
"dinamix media gmbh",3,"berlin","berlin"
"du agency gmbh",3,"berlin","berlin"
"kaup wiegand architekten bda",3,"berlin","berlin"
"dummy verlag gmbh",3,"berlin","berlin"
"seomatik gmbh",3,"berlin","berlin"
"az gmbh personalkonzepte",3,"berlin","berlin"
"nobleprog germany",3,"berlin","berlin"
"yapu solutions",3,"berlin","berlin"
"halbinsel",3,"berlin","berlin"
"deutsche public relations gesellschaft e. v. dprg",3,"berlin","berlin"
"visual statements gmbh",3,"berlin","berlin"
"housy",3,"berlin","berlin"
"seecon ingenieure gmbh",3,"berlin","berlin"
"marketing seals gmbh",3,"berlin","berlin"
"middle east collective",3,"berlin","berlin"
"german smoking tobacco association (verband der deutschen rauchtabakindustrie e.v. - vdr)",3,"berlin","berlin"
"pathways public health gmbh",3,"berlin","berlin"
"berlin bilingual school",3,"berlin","berlin"
"cyberian mine gmbh",3,"berlin","berlin"
"the european magazine publishing gmbh",3,"berlin","berlin"
"mq real estate",3,"berlin","berlin"
"lbiq",3,"berlin","berlin"
"stomt",3,"berlin","berlin"
"dcp manufaktur",3,"berlin","berlin"
"rechtsanwaltssozietät liebert & röth",3,"berlin","berlin"
"daizu gmbh",3,"berlin","berlin"
"buchungsservice24 gmbh",3,"berlin","berlin"
"climtech gmbh",3,"berlin","berlin"
"citizens for syria",3,"berlin","berlin"
"nativa akademie",3,"berlin","berlin"
"changers.com",3,"berlin","berlin"
"china club berlin gmbh & co. kg",3,"berlin","berlin"
"chess boxing global",3,"berlin","berlin"
"directphotonics industries gmbh",3,"berlin","berlin"
"audiocure pharma gmbh",3,"berlin","berlin"
"3antworten ug (haftungsbeschränkt)",3,"berlin","berlin"
"hr group co.,limited",3,"berlin","berlin"
"caterna",3,"berlin","berlin"
"vrame consult gmbh",3,"berlin","berlin"
"assistr digital health systems gmbh",3,"berlin","berlin"
"tam akademie gmbh",3,"berlin","berlin"
"denkmal für die ermordeten juden europas",3,"berlin","berlin"
"the red lab",3,"berlin","berlin"
"lawpilots gmbh",3,"berlin","berlin"
"trojan rechtsanwaltskanzlei",3,"berlin","berlin"
"der mittelstandsverbund - zgv e.v. (german federation of buying and marketing groups)",3,"berlin","berlin"
"xjazz ggmbh",3,"berlin","berlin"
"hair factory",3,"berlin","berlin"
"vollpension medien gmbh",3,"berlin","berlin"
"find some buddy ug",3,"berlin","berlin"
"cyberdirekt",3,"berlin","berlin"
"kenkou gmbh",3,"berlin","berlin"
"objektiv",3,"berlin","berlin"
"1000shapes",3,"berlin","berlin"
"seatris.com - restaurant management software to reduce no-shows and increase profits",3,"berlin","berlin"
"iconate gesellschaft für kommunikation und medien mbh",3,"berlin","berlin"
"vitanas gmbh & co. kgaa",3,"berlin","berlin"
"dr. köhler und partner",3,"berlin","berlin"
"dekra hochschule berlin",3,"berlin","berlin"
"parkenpropertypartner",3,"berlin","berlin"
"german federal association for sustainability",3,"berlin","berlin"
"goodwork",3,"berlin","berlin"
"marketplace analytics",3,"berlin","berlin"
"pkn datenkommunikations gmbh",3,"berlin","berlin"
"verlag texte zur kunst gmbh & co. kg",3,"berlin","berlin"
"arriva bus and coach",3,"berlin","berlin"
"die kappe e.v.",3,"berlin","berlin"
"the love of chilies ug (haftungsbeschränkt)",3,"berlin","berlin"
"talentese, gmbh",3,"berlin","berlin"
"bundesblock",3,"berlin","berlin"
"fuse dating",3,"berlin","berlin"
"alfred herrhausen gesellschaft",3,"berlin","berlin"
"the new security foundation",3,"berlin","berlin"
"dr. thiedig gmbh & co kg",3,"berlin","berlin"
"architektenkammer berlin",3,"berlin","berlin"
"betterguards technology",3,"berlin","berlin"
"360 agency berlin",3,"berlin","berlin"
"nguyen",3,"berlin","berlin"
"germandrones gmbh",3,"berlin","berlin"
"bbi-biotech gmbh",3,"berlin","berlin"
"dbs gmbh",3,"berlin","berlin"
"visumpoint gmbh",3,"berlin","berlin"
"creditreform berlin wolfram kg",3,"berlin","berlin"
"eat, sleep + design",3,"berlin","berlin"
"ixto gmbh",3,"berlin","berlin"
